Artist,Recommendations
the police,sting|eric clapton|queen|u2|the beatles|the rolling stones|dire straits|pink floyd|supertramp|led zeppelin
the postal service,death cab for cutie|the shins|bright eyes|bloc party|modest mouse|the decemberists|rilo kiley|coldplay|radiohead|sufjan stevens
the presets,cut copy|hot chip|simian mobile disco|digitalism|justice|crystal castles|mgmt|klaxons|lcd soundsystem|daft punk
the prodigy,the chemical brothers|pendulum|fatboy slim|moby|faithless|the crystal method|massive attack|koЯn|daft punk|rammstein
the pussycat dolls,rihanna|beyoncé|lady gaga|christina aguilera|britney spears|kelly clarkson|gwen stefani|jennifer lopez|sugababes|nelly furtado
the raconteurs,the white stripes|the strokes|arctic monkeys|queens of the stone age|franz ferdinand|kings of leon|radiohead|the black keys|interpol|the kooks
the radio dept.,slowdive|jens lekman|m83|belle and sebastian|my bloody valentine|of montreal|shout out louds|phoenix|cut copy|kings of convenience
the rapture,lcd soundsystem|death from above 1979|hot chip|cansei de ser sexy|klaxons|the whitest boy alive|simian mobile disco|cut copy|bloc party|the presets
the rasmus,him|evanescence|linkin park|avril lavigne|my chemical romance|nightwish|simple plan|30 seconds to mars|good charlotte|t.a.t.u.
the raveonettes,camera obscura|the kills|pixies|the jesus and mary chain|my bloody valentine|pj harvey|belle and sebastian|interpol|joy division|sonic youth
the rolling stones,bob dylan|the beatles|the who|led zeppelin|david bowie|the kinks|jimi hendrix|pink floyd|the doors|the velvet underground
the roots,common|mos def|a tribe called quest|jay-z|nas|talib kweli|de la soul|outkast|gang starr|j dilla
the shins,death cab for cutie|modest mouse|the decemberists|sufjan stevens|the postal service|belle and sebastian|elliott smith|iron & wine|radiohead|bright eyes
the sisters of mercy,bauhaus|siouxsie and the banshees|joy division|vnv nation|type o negative|dead can dance|the cure|nick cave and the bad seeds|depeche mode|skinny puppy
the smashing pumpkins,radiohead|pearl jam|nine inch nails|the cure|nirvana|foo fighters|placebo|muse|coldplay|the beatles
the smiths,morrissey|the cure|joy division|david bowie|pixies|new order|belle and sebastian|sonic youth|radiohead|the beatles
the sounds,the killers|the kooks|arctic monkeys|shiny toy guns|the ting tings|kent|metric|robyn|klaxons|tegan and sara
the specials,the clash|madness|the jam|ramones|reel big fish|rancid|dead kennedys|bob marley & the wailers|otis redding|bad brains
the stone roses,the jam|new order|the smiths|the jesus and mary chain|the verve|my bloody valentine|blur|morrissey|oasis|the velvet underground
the streets,dizzee rascal|gorillaz|kanye west|arctic monkeys|the roots|nas|roots manuva|high contrast|m.i.a.|jay-z
the strokes,arctic monkeys|bloc party|the killers|franz ferdinand|radiohead|interpol|the libertines|the kooks|kings of leon|the white stripes
the subways,the kooks|the pigeon detectives|arctic monkeys|the wombats|kings of leon|bloc party|the hives|mando diao|dirty pretty things|billy talent
the ting tings,mgmt|lily allen|katy perry|kate nash|lady gaga|santogold|the pigeon detectives|coldplay|the killers|kylie minogue
the used,taking back sunday|my chemical romance|silverstein|escape the fate|senses fail|fall out boy|30 seconds to mars|funeral for a friend|story of the year|atreyu
the velvet underground,lou reed|sonic youth|bob dylan|the kinks|the rolling stones|pixies|david bowie|joy division|the beatles|the doors
the veronicas,ashlee simpson|lady gaga|kelly clarkson|miley cyrus|rihanna|paramore|taylor swift|jordin sparks|hilary duff|britney spears
the verve,oasis|stereophonics|coldplay|travis|blur|keane|kasabian|radiohead|snow patrol|the stone roses
the vines,the strokes|the raconteurs|the hives|the libertines|the white stripes|black rebel motorcycle club|arctic monkeys|queens of the stone age|kasabian|foo fighters
the weakerthans,the mountain goats|the get up kids|bright eyes|death cab for cutie|stars|alkaline trio|saves the day|rilo kiley|the decemberists|okkervil river
the white stripes,radiohead|the raconteurs|the beatles|the strokes|nirvana|arctic monkeys|queens of the stone age|franz ferdinand|muse|red hot chili peppers
the whitest boy alive,kings of convenience|hot chip|cut copy|the rapture|feist|junior boys|mgmt|josé gonzález|digitalism|the notwist
the who,the rolling stones|led zeppelin|the beatles|pink floyd|the doors|david bowie|queen|cream|the kinks|jimi hendrix
the wombats,the pigeon detectives|maxïmo park|the kooks|arctic monkeys|bloc party|the cribs|the subways|the fratellis|the hives|editors
the zombies,the kinks|the byrds|the beach boys|david bowie|the velvet underground|t. rex|nick drake|the magnetic fields|animal collective|john lennon
theatre of tragedy,tristania|lacuna coil|sirenia|the gathering|epica|moonspell|therion|after forever|nightwish|tarja turunen
therion,haggard|blind guardian|tristania|sirenia|epica|nightwish|the gathering|moonspell|ayreon|sonata arctica
they might be giants,barenaked ladies|cake|the beatles|talking heads|david bowie|pixies|r.e.m.|the magnetic fields|the smiths|beck
thievery corporation,tosca|bonobo|massive attack|de-phazz|nightmares on wax|zero 7|air|morcheeba|st. germain|röyksopp
thin lizzy,kiss|judas priest|van halen|rainbow|black sabbath|deep purple|lynyrd skynyrd|mötley crüe|skid row|aerosmith
third eye blind,brand new|jimmy eat world|something corporate|goo goo dolls|matchbox twenty|blink-182|incubus|foo fighters|counting crows|motion city soundtrack
thom yorke,radiohead|björk|portishead|sigur rós|interpol|modest mouse|beck|arcade fire|beirut|aphex twin
thomas newman,hans zimmer|john williams|clint mansell|howard shore|coldplay|danny elfman|massive attack|moby|soundtrack|ennio morricone
three days grace,breaking benjamin|papa roach|30 seconds to mars|3 doors down|seether|disturbed|skillet|linkin park|nickelback|bullet for my valentine
thrice,thursday|underoath|alexisonfire|finch|brand new|taking back sunday|funeral for a friend|chiodos|a day to remember|rise against
thursday,thrice|taking back sunday|brand new|senses fail|alexisonfire|coheed and cambria|underoath|alkaline trio|circa survive|the blood brothers
tiamat,moonspell|paradise lost|samael|anathema|my dying bride|katatonia|amorphis|the gathering|pain|sentenced
timbaland,justin timberlake|rihanna|kanye west|nelly furtado|50 cent|chris brown|t.i.|fergie|beyoncé|akon
tiësto,armin van buuren|atb|ferry corsten|paul van dyk|above & beyond|chicane|blank & jones|scooter|david guetta|paul oakenfold
tokyo police club,vampire weekend|foals|mgmt|stars|bloc party|the shins|metric|the cribs|arctic monkeys|death from above 1979
tom petty and the heartbreakers,bruce springsteen|creedence clearwater revival|the who|the rolling stones|johnny cash|simon & garfunkel|fleetwood mac|eric clapton|paul simon|led zeppelin
tom waits,bob dylan|nick cave and the bad seeds|leonard cohen|johnny cash|the beatles|david bowie|radiohead|neil young|pj harvey|pixies
tool,a perfect circle|nine inch nails|deftones|the mars volta|porcupine tree|rage against the machine|system of a down|metallica|alice in chains|opeth
tori amos,björk|ani difranco|kate bush|fiona apple|alanis morissette|sarah mclachlan|regina spektor|radiohead|aimee mann|portishead
tortoise,mogwai|autechre|stereolab|the books|mono|fugazi|boards of canada|the album leaf|squarepusher|brian eno
tosca,thievery corporation|nightmares on wax|de-phazz|st. germain|groove armada|bonobo|parov stelar|jazzanova|télépopmusik|lamb
toto,phil collins|supertramp|journey|genesis|van halen|steely dan|deep purple|dire straits|queen|pink floyd
tracy chapman,sarah mclachlan|alanis morissette|norah jones|tori amos|maria mena|joss stone|sting|dido|ani difranco|katie melua
travis,coldplay|keane|oasis|kaiser chiefs|stereophonics|the killers|snow patrol|radiohead|franz ferdinand|the verve
trentemøller,booka shade|apparat|röyksopp|underworld|the knife|air|boards of canada|burial|massive attack|bonobo
tricky,massive attack|portishead|thievery corporation|morcheeba|amon tobin|goldfrapp|moloko|lamb|hooverphonic|unkle
tristania,sirenia|theatre of tragedy|epica|after forever|lacuna coil|moonspell|tarja turunen|therion|lacrimosa|haggard
trivium,killswitch engage|all that remains|machine head|bullet for my valentine|chimaira|lamb of god|atreyu|in flames|as i lay dying|avenged sevenfold
turbonegro,the hellacopters|misfits|the hives|johnny cash|volbeat|refused|metallica|queens of the stone age|slayer|foo fighters
turisas,finntroll|eluveitie|ensiferum|korpiklaani|equilibrium|die apokalyptischen reiter|amon amarth|blind guardian|in extremo|subway to sally
tv on the radio,animal collective|broken social scene|arcade fire|radiohead|modest mouse|beck|the national|spoon|deerhunter|fleet foxes
type o negative,paradise lost|the 69 eyes|opeth|moonspell|the sisters of mercy|katatonia|my dying bride|rammstein|lacuna coil|alice in chains
télépopmusik,lamb|röyksopp|thievery corporation|massive attack|air|hooverphonic|tosca|groove armada|moloko|st. germain
u2,coldplay|red hot chili peppers|r.e.m.|queen|radiohead|the beatles|the rolling stones|oasis|depeche mode|the killers
ulver,agalloch|katatonia|opeth|bathory|darkthrone|burzum|anathema|isis|mastodon|porcupine tree
underoath,saosin|emery|alexisonfire|chiodos|bring me the horizon|atreyu|taking back sunday|anberlin|thrice|as i lay dying
underworld,orbital|the chemical brothers|massive attack|groove armada|the future sound of london|faithless|unkle|trentemøller|fatboy slim|aphex twin
unkle,sneaker pimps|massive attack|dj shadow|portishead|lamb|the chemical brothers|the crystal method|tricky|underworld|radiohead
usher,ne-yo|chris brown|nelly|akon|mariah carey|alicia keys|t.i.|craig david|john legend|50 cent
vader,behemoth|nile|death|morbid angel|kreator|cannibal corpse|sepultura|slayer|amon amarth|sodom
vampire weekend,mgmt|fleet foxes|foals|arcade fire|late of the pier|the cribs|the shins|bloc party|tokyo police club|kings of leon
van halen,def leppard|kiss|ac/dc|skid row|deep purple|mötley crüe|rainbow|ozzy osbourne|aerosmith|dio
van morrison,bob dylan|the rolling stones|neil young|paul simon|bruce springsteen|grateful dead|tom waits|david bowie|the kinks|joni mitchell
vangelis,mike oldfield|enigma|enya|delerium|hans zimmer|brian eno|moby|loreena mckennitt|ennio morricone|era
various artists,[unknown]|moby|queen|shakira|bob marley|the chemical brothers|daft punk|norah jones|faithless|dido
velvet revolver,guns n roses|audioslave|metallica|aerosmith|pearl jam|stone temple pilots|foo fighters|mötley crüe|red hot chili peppers|ac/dc
venetian snares,squarepusher|aphex twin|autechre|amon tobin|the flashbulb|boards of canada|plaid|prefuse 73|burial|the prodigy
vnv nation,apoptygma berzerk|combichrist|skinny puppy|kmfdm|the birthday massacre|the sisters of mercy|siouxsie and the banshees|depeche mode|nine inch nails|oomph!
volbeat,in flames|metallica|arch enemy|children of bodom|trivium|slipknot|slayer|amon amarth|devildriver|soilwork
weezer,the beatles|foo fighters|cake|wilco|the white stripes|the strokes|arctic monkeys|green day|modest mouse|jimmy eat world
wilco,yo la tengo|arcade fire|bob dylan|bonnie prince billy|pavement|radiohead|ryan adams|spoon|the beatles|andrew bird
within temptation,nightwish|lacuna coil|evanescence|after forever|epica|sonata arctica|apocalyptica|the gathering|tristania|rammstein
wolfgang amadeus mozart,ludwig van beethoven|johann sebastian bach|antonio vivaldi|frédéric chopin|abba|Édith piaf|within temptation|queen|philip glass|loreena mckennitt
wu-tang clan,mf doom|mobb deep|ghostface|nas|gang starr|notorious b.i.g.|a tribe called quest|madvillain|jay-z|public enemy
yann tiersen,beirut|sigur rós|the beatles|radiohead|regina spektor|björk|philip glass|röyksopp|sufjan stevens|arcade fire
yeah yeah yeahs,arcade fire|metric|the white stripes|radiohead|crystal castles|the strokes|mgmt|kings of leon|modest mouse|bloc party
yellowcard,the all-american rejects|sum 41|jimmy eat world|red.jumpsuit.apparatus|paramore|motion city soundtrack|good charlotte|new found glory|blink-182|simple plan
yo la tengo,pavement|the magnetic fields|wilco|sonic youth|my bloody valentine|grizzly bear|elliott smith|belle and sebastian|cat power|the mountain goats
zero 7,thievery corporation|air|sia|röyksopp|morcheeba|massive attack|bonobo|st. germain|hooverphonic|nightmares on wax
Édith piaf,pink martini|carla bruni|nouvelle vague|nina simone|madonna|amy winehouse|feist|leonard cohen|wolfgang amadeus mozart|johann sebastian bach
