Artist,Recommendations
billy talent,rise against: 0.2266|sum 41: 0.2135|my chemical romance: 0.1893|blink-182: 0.1821|the offspring: 0.1805|green day: 0.1738|good charlotte: 0.1722|bullet for my valentine: 0.1697|die Ärzte: 0.1696|linkin park: 0.169
björk,radiohead: 0.2558|portishead: 0.2494|massive attack: 0.2105|sigur rós: 0.2104|air: 0.2017|goldfrapp: 0.1698|tori amos: 0.1682|cocorosie: 0.1679|the knife: 0.1679|aphex twin: 0.1621
black eyed peas,rihanna: 0.1919|beyoncé: 0.1912|the pussycat dolls: 0.1878|britney spears: 0.16|gwen stefani: 0.1599|fergie: 0.1573|lady gaga: 0.1521|akon: 0.1449|nelly furtado: 0.1449|christina aguilera: 0.1435
black flag,minor threat: 0.2924|bad brains: 0.2446|descendents: 0.2316|dead kennedys: 0.2038|misfits: 0.1854|fugazi: 0.1725|melvins: 0.1189|the clash: 0.109|bad religion: 0.1059|ramones: 0.1004
black label society,down: 0.2151|megadeth: 0.1898|ozzy osbourne: 0.1848|pantera: 0.1813|dio: 0.1508|metallica: 0.1448|judas priest: 0.1294|black sabbath: 0.1259|lamb of god: 0.1151|iron maiden: 0.115
black rebel motorcycle club,kings of leon: 0.1508|the white stripes: 0.1199|the black keys: 0.1177|radiohead: 0.1159|the raconteurs: 0.1146|the kills: 0.1119|oasis: 0.1089|the strokes: 0.1077|the vines: 0.1064|interpol: 0.1044
black sabbath,metallica: 0.2581|iron maiden: 0.2554|judas priest: 0.2301|ac/dc: 0.2289|ozzy osbourne: 0.2263|dio: 0.2252|led zeppelin: 0.2246|deep purple: 0.222|motörhead: 0.2177|slayer: 0.2012
blackfield,riverside: 0.2727|porcupine tree: 0.2673|pain of salvation: 0.2123|anathema: 0.1705|opeth: 0.1603|ayreon: 0.1466|marillion: 0.1426|dream theater: 0.1355|dredg: 0.1221|katatonia: 0.1074
blank & jones,atb: 0.3126|ferry corsten: 0.2961|armin van buuren: 0.2952|paul van dyk: 0.2897|chicane: 0.2647|above & beyond: 0.2355|tiësto: 0.2302|paul oakenfold: 0.1644|delerium: 0.1567|scooter: 0.1335
blind guardian,iced earth: 0.286|gamma ray: 0.2849|helloween: 0.2811|hammerfall: 0.2606|rhapsody of fire: 0.2598|manowar: 0.2456|kamelot: 0.2401|avantasia: 0.2388|iron maiden: 0.2225|angra: 0.219
blink-182,sum 41: 0.3139|green day: 0.2557|fall out boy: 0.2406|new found glory: 0.2156|the offspring: 0.2042|good charlotte: 0.2028|44: 0.1944|jimmy eat world: 0.194|paramore: 0.1908|the all-american rejects: 0.1851
bloc party,arctic monkeys: 0.2736|interpol: 0.2587|the strokes: 0.2511|the killers: 0.251|kings of leon: 0.2464|the kooks: 0.2369|editors: 0.2345|death cab for cutie: 0.2333|maxïmo park: 0.2266|radiohead: 0.2219
blonde redhead,radiohead: 0.1477|cat power: 0.1267|björk: 0.1247|sonic youth: 0.1234|cocorosie: 0.1223|metric: 0.1222|belle and sebastian: 0.1185|animal collective: 0.1148|interpol: 0.1135|pj harvey: 0.1131
blondie,david bowie: 0.1307|the cure: 0.0938|the beatles: 0.0933|ramones: 0.0868|the smiths: 0.0852|abba: 0.0813|new order: 0.0808|cansei de ser sexy: 0.0781|duran duran: 0.0774|le tigre: 0.0765
bloodbath,nile: 0.2833|behemoth: 0.2412|cannibal corpse: 0.2315|morbid angel: 0.2023|opeth: 0.1972|hypocrisy: 0.1925|death: 0.1828|katatonia: 0.1791|carcass: 0.1685|gojira: 0.1666
bloodhound gang,the offspring: 0.1374|system of a down: 0.119|limp bizkit: 0.1162|linkin park: 0.1131|blink-182: 0.113|red hot chili peppers: 0.1111|tenacious d: 0.1089|green day: 0.1074|rammstein: 0.1028|serj tankian: 0.0966
blur,radiohead: 0.2151|oasis: 0.1842|supergrass: 0.1721|franz ferdinand: 0.167|arctic monkeys: 0.1614|the strokes: 0.1611|the beatles: 0.1592|pulp: 0.1516|coldplay: 0.1512|the smiths: 0.1483
boards of canada,aphex twin: 0.2959|autechre: 0.2593|plaid: 0.2365|amon tobin: 0.2111|squarepusher: 0.2094|air: 0.1975|four tet: 0.184|radiohead: 0.1805|brian eno: 0.1753|massive attack: 0.1727
bob dylan,the beatles: 0.2991|the rolling stones: 0.2863|neil young: 0.2509|johnny cash: 0.2358|the velvet underground: 0.2229|david bowie: 0.2197|tom waits: 0.2118|radiohead: 0.2086|led zeppelin: 0.2001|belle and sebastian: 0.1988
bob marley,bob marley & the wailers: 0.2246|gentleman: 0.158|red hot chili peppers: 0.1484|manu chao: 0.1438|matisyahu: 0.1397|damian marley: 0.1367|the beatles: 0.1363|nirvana: 0.1316|jack johnson: 0.1291|the doors: 0.1178
bob marley & the wailers,bob marley: 0.2239|damian marley: 0.1449|jimi hendrix: 0.1394|pink floyd: 0.136|manu chao: 0.1314|the beatles: 0.1302|led zeppelin: 0.1252|bob dylan: 0.1176|red hot chili peppers: 0.1088|the doors: 0.1087
bon iver,fleet foxes: 0.2876|the national: 0.2045|andrew bird: 0.204|sufjan stevens: 0.204|iron & wine: 0.1795|beirut: 0.1782|band of horses: 0.1603|elliott smith: 0.1541|cat power: 0.1516|bonnie prince billy: 0.1507
bon jovi,aerosmith: 0.2116|def leppard: 0.2029|bryan adams: 0.1888|guns n roses: 0.1704|mötley crüe: 0.1659|skid row: 0.1602|scorpions: 0.1586|queen: 0.1584|ac/dc: 0.1469|nickelback: 0.1319
bonnie prince billy,m. ward: 0.2163|devendra banhart: 0.1844|iron & wine: 0.1766|low: 0.171|calexico: 0.1692|cat power: 0.1688|the mountain goats: 0.1674|neil young: 0.1609|animal collective: 0.1552|the national: 0.1539
bonobo,amon tobin: 0.2888|the cinematic orchestra: 0.2793|thievery corporation: 0.2751|nightmares on wax: 0.2599|massive attack: 0.2056|mr. scruff: 0.1977|tosca: 0.1912|the herbaliser: 0.1893|dj shadow: 0.1839|dj krush: 0.1785
booka shade,trentemøller: 0.2964|apparat: 0.19|burial: 0.146|röyksopp: 0.1368|digitalism: 0.1249|mylo: 0.1231|bonobo: 0.1203|underworld: 0.111|plaid: 0.1089|simian mobile disco: 0.1076
bowling for soup,good charlotte: 0.1687|sum 41: 0.1377|the all-american rejects: 0.1313|less than jake: 0.1305|simple plan: 0.1305|fall out boy: 0.1272|blink-182: 0.1213|green day: 0.1195|sugarcult: 0.1158|reel big fish: 0.112
boys like girls,cute is what we aim for: 0.2491|the all-american rejects: 0.232|all time low: 0.2207|fall out boy: 0.2146|the academy is...: 0.2144|paramore: 0.1879|red.jumpsuit.apparatus: 0.1644|cobra starship: 0.1637|jonas brothers: 0.1417|panic at the disco: 0.1364
boys noize,digitalism: 0.2853|justice: 0.2464|simian mobile disco: 0.1852|late of the pier: 0.1464|daft punk: 0.14|crystal castles: 0.1277|klaxons: 0.1158|fischerspooner: 0.1107|lcd soundsystem: 0.104|the presets: 0.1006
brand new,taking back sunday: 0.3233|motion city soundtrack: 0.2546|say anything: 0.2293|dashboard confessional: 0.2274|saves the day: 0.2135|death cab for cutie: 0.2038|something corporate: 0.1964|minus the bear: 0.1958|jimmy eat world: 0.1951|bright eyes: 0.1786
breaking benjamin,three days grace: 0.2903|disturbed: 0.2306|linkin park: 0.2142|papa roach: 0.2079|30 seconds to mars: 0.2015|seether: 0.1995|adema: 0.197|3 doors down: 0.1928|skillet: 0.1801|bullet for my valentine: 0.1763
brian eno,boards of canada: 0.1765|aphex twin: 0.159|the future sound of london: 0.1114|radiohead: 0.1111|captain beefheart & his magic band: 0.1107|sonic youth: 0.1101|autechre: 0.1094|david bowie: 0.1087|sigur rós: 0.1053|talking heads: 0.1043
bright eyes,death cab for cutie: 0.2653|sufjan stevens: 0.2418|modest mouse: 0.237|the shins: 0.2291|the decemberists: 0.2269|elliott smith: 0.2174|iron & wine: 0.2133|the postal service: 0.1946|arcade fire: 0.1914|rilo kiley: 0.189
bring me the horizon,parkway drive: 0.334|all shall perish: 0.2997|alesana: 0.2539|underoath: 0.2259|enter shikari: 0.2232|a day to remember: 0.2159|the black dahlia murder: 0.2122|as i lay dying: 0.2042|saosin: 0.1862|all that remains: 0.1791
britney spears,rihanna: 0.355|beyoncé: 0.2962|lady gaga: 0.2943|christina aguilera: 0.2812|the pussycat dolls: 0.2685|madonna: 0.2567|kelly clarkson: 0.2549|kylie minogue: 0.2427|justin timberlake: 0.2334|spice girls: 0.231
broken social scene,stars: 0.259|modest mouse: 0.2388|death cab for cutie: 0.2338|sufjan stevens: 0.2204|animal collective: 0.2146|the shins: 0.2134|arcade fire: 0.2124|tv on the radio: 0.2079|architecture in helsinki: 0.207|radiohead: 0.2039
bruce springsteen,bob dylan: 0.1923|the rolling stones: 0.1802|u2: 0.1716|dire straits: 0.1604|neil young: 0.1569|the who: 0.1412|van morrison: 0.14|johnny cash: 0.1392|david bowie: 0.1379|eric clapton: 0.1366
bryan adams,bon jovi: 0.1877|phil collins: 0.1401|roxette: 0.1315|elton john: 0.1158|nickelback: 0.1141|enrique iglesias: 0.1088|u2: 0.1074|dire straits: 0.1074|queen: 0.1045|aerosmith: 0.1026
buckethead,joe satriani: 0.1047|dream theater: 0.0947|rush: 0.0888|metallica: 0.0864|tool: 0.0855|strapping young lad: 0.0852|primus: 0.0847|opeth: 0.0785|dethklok: 0.0764|porcupine tree: 0.0717
buena vista social club,manu chao: 0.104|caetano veloso: 0.0825|jamiroquai: 0.0787|amy winehouse: 0.0755|gotan project: 0.0747|the beatles: 0.0735|jack johnson: 0.0715|bob marley: 0.0695|ella fitzgerald: 0.0694|coldplay: 0.0693
built to spill,pavement: 0.2348|modest mouse: 0.1863|neutral milk hotel: 0.1693|spoon: 0.1369|the new pornographers: 0.1315|death cab for cutie: 0.1312|the shins: 0.1291|broken social scene: 0.1279|okkervil river: 0.1265|pixies: 0.1248
bullet for my valentine,avenged sevenfold: 0.235|trivium: 0.2329|atreyu: 0.2317|disturbed: 0.2288|killswitch engage: 0.2116|papa roach: 0.2111|all that remains: 0.2091|30 seconds to mars: 0.1952|slipknot: 0.1918|linkin park: 0.184
burial,flying lotus: 0.182|boards of canada: 0.1751|autechre: 0.167|apparat: 0.1654|amon tobin: 0.1615|aphex twin: 0.154|booka shade: 0.143|plaid: 0.1349|the knife: 0.1349|squarepusher: 0.1263
burzum,immortal: 0.3374|darkthrone: 0.3204|bathory: 0.3135|satyricon: 0.2782|dimmu borgir: 0.2034|behemoth: 0.2023|ensiferum: 0.1503|nile: 0.1417|amon amarth: 0.1345|agalloch: 0.1337
bush,the smashing pumpkins: 0.1308|foo fighters: 0.1155|silverchair: 0.111|pearl jam: 0.1065|soundgarden: 0.1052|live: 0.0998|nirvana: 0.0967|incubus: 0.0911|coldplay: 0.0899|muse: 0.0845
busta rhymes,ludacris: 0.2784|snoop dogg: 0.2525|the game: 0.2484|50 cent: 0.2353|jay-z: 0.2302|nas: 0.2212|lil wayne: 0.2113|notorious b.i.g.: 0.2094|chamillionaire: 0.2038|dmx: 0.1933
buzzcocks,the jam: 0.1564|the clash: 0.1506|ramones: 0.1239|misfits: 0.1118|dead kennedys: 0.1009|devo: 0.0994|bad brains: 0.097|black flag: 0.0969|david bowie: 0.0969|pixies: 0.0931
böhse onkelz,die toten hosen: 0.2393|die Ärzte: 0.2286|subway to sally: 0.1624|farin urlaub: 0.1428|peter fox: 0.1364|schandmaul: 0.136|beatsteaks: 0.1336|in extremo: 0.1298|rammstein: 0.1164|billy talent: 0.1034
caetano veloso,chico buarque: 0.3263|los hermanos: 0.1727|buena vista social club: 0.0864|billie holiday: 0.0861|miles davis: 0.0843|the beatles: 0.0826|the velvet underground: 0.0789|janis joplin: 0.0769|john lennon: 0.0766|bob dylan: 0.0741
cake,they might be giants: 0.1432|the beatles: 0.141|beck: 0.1394|radiohead: 0.1269|the white stripes: 0.1203|spoon: 0.1151|modest mouse: 0.1115|weezer: 0.1106|sublime: 0.1072|the decemberists: 0.1068
calexico,bonnie prince billy: 0.1691|beirut: 0.1309|iron & wine: 0.126|belle and sebastian: 0.1247|cat power: 0.1238|pj harvey: 0.117|andrew bird: 0.1151|neil young: 0.1133|sufjan stevens: 0.1126|the national: 0.1115
caliban,heaven shall burn: 0.355|as i lay dying: 0.3182|all that remains: 0.2825|hatebreed: 0.2527|parkway drive: 0.2385|killswitch engage: 0.2374|all shall perish: 0.2116|chimaira: 0.1911|the black dahlia murder: 0.1656|36 crazyfists: 0.1649
calvin harris,justice: 0.1362|mylo: 0.134|daft punk: 0.1331|digitalism: 0.1229|simian mobile disco: 0.1217|chromeo: 0.1164|hot chip: 0.1152|klaxons: 0.1123|röyksopp: 0.1057|mgmt: 0.1001
camel,king crimson: 0.2223|genesis: 0.2047|jethro tull: 0.1818|porcupine tree: 0.1609|marillion: 0.1513|pink floyd: 0.1456|rush: 0.1343|frank zappa: 0.1318|peter gabriel: 0.1139|riverside: 0.1132
camera obscura,belle and sebastian: 0.2043|jens lekman: 0.1537|stars: 0.1509|the magnetic fields: 0.1478|feist: 0.1444|of montreal: 0.1418|architecture in helsinki: 0.1297|broken social scene: 0.1232|cat power: 0.1229|the raveonettes: 0.1105
cannibal corpse,nile: 0.3148|behemoth: 0.2812|death: 0.2802|carcass: 0.2704|morbid angel: 0.2407|bloodbath: 0.2339|slayer: 0.2261|napalm death: 0.2083|hypocrisy: 0.2058|sepultura: 0.1908
cansei de ser sexy,crystal castles: 0.1719|klaxons: 0.1627|mgmt: 0.1611|late of the pier: 0.1432|hot chip: 0.1415|justice: 0.134|the rapture: 0.1311|arctic monkeys: 0.131|bloc party: 0.1309|digitalism: 0.1272
captain beefheart & his magic band,frank zappa: 0.2163|king crimson: 0.1387|tom waits: 0.1339|the velvet underground: 0.1325|talking heads: 0.1231|the fall: 0.114|brian eno: 0.1138|sonic youth: 0.1019|bob dylan: 0.0958|miles davis: 0.0927
carcass,death: 0.346|cannibal corpse: 0.269|kreator: 0.2567|napalm death: 0.2473|morbid angel: 0.2365|slayer: 0.2266|nile: 0.2228|testament: 0.2044|at the gates: 0.1986|sodom: 0.1842
carla bruni,feist: 0.0978|nouvelle vague: 0.0964|amy winehouse: 0.0908|regina spektor: 0.0797|Édith piaf: 0.077|anna ternheim: 0.0757|emilie simon: 0.074|norah jones: 0.0727|the beatles: 0.0711|rufus wainwright: 0.0692
cascada,groove coverage: 0.3495|scooter: 0.2787|basshunter: 0.221|rihanna: 0.2183|lady gaga: 0.1726|kelly clarkson: 0.1676|britney spears: 0.1487|avril lavigne: 0.1443|tiësto: 0.1422|linkin park: 0.1364
cat power,feist: 0.2218|belle and sebastian: 0.2057|sufjan stevens: 0.1917|arcade fire: 0.1893|radiohead: 0.1865|devendra banhart: 0.1822|pj harvey: 0.1787|beirut: 0.1769|iron & wine: 0.1698|the decemberists: 0.1659
cat stevens,simon & garfunkel: 0.1465|bob dylan: 0.1229|elton john: 0.108|the rolling stones: 0.1057|the beatles: 0.0997|john lennon: 0.0976|billy joel: 0.0945|the kinks: 0.0876|eagles: 0.0854|david bowie: 0.0847
chamillionaire,the game: 0.2718|t.i.: 0.2429|lil wayne: 0.2366|50 cent: 0.2354|busta rhymes: 0.206|akon: 0.2009|snoop dogg: 0.1938|ludacris: 0.1937|dmx: 0.1813|nelly: 0.1751
charlie parker,miles davis: 0.2387|john coltrane: 0.2213|chet baker: 0.1525|django reinhardt: 0.132|louis armstrong: 0.1232|billie holiday: 0.1117|herbie hancock: 0.1102|ella fitzgerald: 0.0874|frank zappa: 0.0851|tom waits: 0.0809
chet baker,miles davis: 0.1649|billie holiday: 0.1495|charlie parker: 0.1482|john coltrane: 0.1242|ella fitzgerald: 0.1227|diana krall: 0.1081|nina simone: 0.087|frank sinatra: 0.078|rufus wainwright: 0.078|bob dylan: 0.0721
chevelle,seether: 0.1734|breaking benjamin: 0.1669|staind: 0.1621|mudvayne: 0.1455|ill niño: 0.1434|deftones: 0.1321|disturbed: 0.1282|three days grace: 0.1278|adema: 0.1258|koЯn: 0.1203
chicane,atb: 0.2742|ferry corsten: 0.264|blank & jones: 0.2584|paul van dyk: 0.2492|armin van buuren: 0.2458|above & beyond: 0.2311|tiësto: 0.2268|paul oakenfold: 0.1876|delerium: 0.1866|faithless: 0.1772
chico buarque,caetano veloso: 0.3239|los hermanos: 0.3103|janis joplin: 0.1093|the beatles: 0.0989|amy winehouse: 0.092|bob dylan: 0.0868|radiohead: 0.08|billie holiday: 0.0793|cansei de ser sexy: 0.078|the strokes: 0.0775
children of bodom,in flames: 0.3203|arch enemy: 0.3112|amon amarth: 0.2578|dark tranquillity: 0.2513|dimmu borgir: 0.2477|soilwork: 0.2424|norther: 0.2402|ensiferum: 0.2337|finntroll: 0.2328|sonata arctica: 0.2306
chimaira,lamb of god: 0.2644|machine head: 0.2464|devildriver: 0.2459|hatebreed: 0.2427|soulfly: 0.2402|trivium: 0.2325|killswitch engage: 0.2231|as i lay dying: 0.2189|all that remains: 0.2057|mudvayne: 0.1954
chiodos,saosin: 0.2857|from first to last: 0.2627|alexisonfire: 0.2378|underoath: 0.2281|alesana: 0.2199|taking back sunday: 0.2045|circa survive: 0.1997|emery: 0.1929|the fall of troy: 0.1897|senses fail: 0.1831
chris brown,ne-yo: 0.3722|usher: 0.3257|rihanna: 0.2929|akon: 0.2674|50 cent: 0.2241|beyoncé: 0.2159|kanye west: 0.213|t.i.: 0.2129|jordin sparks: 0.2018|the pussycat dolls: 0.1909
chris cornell,audioslave: 0.1648|soundgarden: 0.1621|alice in chains: 0.1165|foo fighters: 0.1024|pearl jam: 0.1019|stone temple pilots: 0.0936|silverchair: 0.0835|creed: 0.0785|muse: 0.0745|queens of the stone age: 0.0711
christina aguilera,beyoncé: 0.297|the pussycat dolls: 0.291|britney spears: 0.2815|rihanna: 0.2433|kelly clarkson: 0.232|mariah carey: 0.2134|sugababes: 0.2101|leona lewis: 0.2088|madonna: 0.2009|gwen stefani: 0.1971
chromeo,simian mobile disco: 0.1846|hot chip: 0.1576|justice: 0.1505|junior boys: 0.1414|cut copy: 0.1311|daft punk: 0.1304|digitalism: 0.1266|calvin harris: 0.1175|ratatat: 0.1173|the presets: 0.1053
circa survive,saosin: 0.2071|chiodos: 0.2019|underoath: 0.1745|the fall of troy: 0.1566|minus the bear: 0.1546|brand new: 0.1457|thursday: 0.1373|the blood brothers: 0.1354|thrice: 0.1321|city and colour: 0.1306
city and colour,alexisonfire: 0.2678|saosin: 0.164|underoath: 0.159|chiodos: 0.1523|anberlin: 0.1438|brand new: 0.1385|circa survive: 0.1291|a day to remember: 0.1278|minus the bear: 0.1156|paramore: 0.1136
clap your hands say yeah,architecture in helsinki: 0.1805|belle and sebastian: 0.1682|neutral milk hotel: 0.1661|the shins: 0.1644|broken social scene: 0.1635|arcade fire: 0.1585|modest mouse: 0.149|of montreal: 0.1442|tv on the radio: 0.1439|the decemberists: 0.1403
clint mansell,hans zimmer: 0.1017|thomas newman: 0.0989|sigur rós: 0.0861|massive attack: 0.0809|portishead: 0.0751|placebo: 0.075|coma: 0.074|nine inch nails: 0.0697|myslovitz: 0.0691|akira yamaoka: 0.0685
clueso,deichkind: 0.2062|beatsteaks: 0.1965|die Ärzte: 0.1963|peter fox: 0.1896|mando diao: 0.1275|die toten hosen: 0.125|farin urlaub: 0.1246|the kooks: 0.0961|jack johnson: 0.0902|incubus: 0.0801
cobra starship,the academy is...: 0.2524|all time low: 0.2308|cute is what we aim for: 0.2214|paramore: 0.1913|the hush sound: 0.1819|panic at the disco: 0.1798|fall out boy: 0.1711|boys like girls: 0.1642|motion city soundtrack: 0.1582|hellogoodbye: 0.143
cocorosie,antony and the johnsons: 0.2101|devendra banhart: 0.199|joanna newsom: 0.1807|björk: 0.1686|the knife: 0.1654|feist: 0.1604|cat power: 0.1596|múm: 0.1591|animal collective: 0.1585|beirut: 0.1566
cocteau twins,my bloody valentine: 0.1822|slowdive: 0.1546|dead can dance: 0.1332|siouxsie and the banshees: 0.1324|the smiths: 0.1154|morrissey: 0.1138|new order: 0.1106|m83: 0.1037|the cure: 0.1012|kate bush: 0.0982
coheed and cambria,say anything: 0.1724|brand new: 0.1681|thursday: 0.1479|thrice: 0.1461|motion city soundtrack: 0.1426|alkaline trio: 0.1414|afi: 0.1375|taking back sunday: 0.1369|anberlin: 0.1282|fall out boy: 0.127
colbie caillat,sara bareilles: 0.2292|jason mraz: 0.1435|taylor swift: 0.141|john mayer: 0.1371|a fine frenzy: 0.1278|leona lewis: 0.1219|rihanna: 0.1187|jack johnson: 0.116|natasha bedingfield: 0.113|duffy: 0.1113
cold war kids,kings of leon: 0.1407|mgmt: 0.1251|modest mouse: 0.1196|arcade fire: 0.1187|the shins: 0.1162|the decemberists: 0.0998|radiohead: 0.0954|bloc party: 0.0934|the strokes: 0.0926|vampire weekend: 0.0899
coldplay,the killers: 0.3206|radiohead: 0.3123|keane: 0.2948|snow patrol: 0.2902|muse: 0.2785|red hot chili peppers: 0.2725|u2: 0.2697|death cab for cutie: 0.2613|oasis: 0.2611|the beatles: 0.2502
coma,pidżama porno: 0.3084|hey: 0.2875|happysad: 0.2837|akurat: 0.2575|myslovitz: 0.2532|kult: 0.2531|riverside: 0.0971|guano apes: 0.093|disturbed: 0.091|system of a down: 0.086
combichrist,vnv nation: 0.3074|apoptygma berzerk: 0.2224|kmfdm: 0.1807|skinny puppy: 0.1729|the birthday massacre: 0.1465|oomph!: 0.1227|rammstein: 0.1186|marilyn manson: 0.1168|mindless self indulgence: 0.1081|the sisters of mercy: 0.0996
comeback kid,ignite: 0.1882|parkway drive: 0.1779|as i lay dying: 0.1678|hatebreed: 0.1577|a day to remember: 0.1544|rise against: 0.1409|the black dahlia murder: 0.1346|new found glory: 0.1326|thrice: 0.1324|anti-flag: 0.1316
common,the roots: 0.3298|talib kweli: 0.3166|lupe fiasco: 0.3056|mos def: 0.2907|nas: 0.2902|a tribe called quest: 0.2599|jay-z: 0.2521|outkast: 0.2484|kanye west: 0.2414|j dilla: 0.2123
converge,the dillinger escape plan: 0.284|isis: 0.1743|the black dahlia murder: 0.1731|mastodon: 0.1673|parkway drive: 0.1288|hatebreed: 0.1279|the blood brothers: 0.1258|comeback kid: 0.1228|meshuggah: 0.1159|minor threat: 0.1141
corinne bailey rae,joss stone: 0.1503|john legend: 0.1203|alicia keys: 0.1192|adele: 0.1137|amy winehouse: 0.1122|norah jones: 0.1048|colbie caillat: 0.0941|dido: 0.0917|john mayer: 0.088|aretha franklin: 0.0866
counting crows,coldplay: 0.1376|matchbox twenty: 0.1333|ryan adams: 0.1189|snow patrol: 0.1151|damien rice: 0.115|dashboard confessional: 0.1148|u2: 0.1144|r.e.m.: 0.111|the killers: 0.1102|bruce springsteen: 0.1044
cradle of filth,dimmu borgir: 0.2714|children of bodom: 0.2214|nightwish: 0.1879|in flames: 0.1793|moonspell: 0.1636|rammstein: 0.1634|satyricon: 0.1628|arch enemy: 0.1609|behemoth: 0.1596|amon amarth: 0.1554
craig david,usher: 0.2001|ne-yo: 0.1608|chris brown: 0.1391|rihanna: 0.1347|john legend: 0.1342|justin timberlake: 0.1325|akon: 0.1239|the pussycat dolls: 0.1201|alicia keys: 0.1189|jordin sparks: 0.108
